ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
26079	4,2	0,1	4,1	0,0	98	49	1	1.0	1.0,0.5	1.0,1.0	-0.25
26596	0,1	1,0	5,3	0,0	98	49	0.101456445134	1.0	0.0,1.0	1.0,1.0	-0.5
26597	0,0	0,1	1,0	2,1	98	49	1	1.0	NA,0.0	0.2,0.0	-0.1
26644	0,1	1,0	0,0	1,0	98	49	1	1.0	0.0,1.0	0.0,NA	0.5
28583	1,0	0,0	0,1	1,0	98	49	1	1.0	1.0,NA	0.0,1.0	0.5
28817	1,3	1,1	1,2	0,0	98	49	0.402901799239	1.0	0.333,0.6	1.0,1.0	-0.533
30248	3,1	0,0	1,0	0,1	98	49	0.101456445134	1.0	1.0,1.0	1.0,0.0	0.5
31132	0,2	1,0	1,1	0,0	98	49	0.101346779278	1.0	0.0,1.0	1.0,1.0	-0.5
31133	0,6	1,0	3,3	0,0	98	49	1	1.0	0.0,1.0	1.0,1.0	-0.5
31751	1,0	2,2	0,1	1,0	98	49	1	1.0	0.2,0.0	0.0,1.0	-0.4
31999	0,0	0,1	1,0	0,1	98	49	1	1.0	NA,0.0	1.0,0.0	-0.5
32195	0,0	0,1	0,1	0,0	98	49	1	1.0	NA,0.0	NA,1.0	-1.0
32196	0,0	0,1	0,1	0,0	98	49	1	1.0	NA,0.0	NA,1.0	-1.0
32451	0,2	0,0	0,0	1,0	98	49	1	1.0	NA,1.0	0.0,NA	1.0
32953	1,0	0,0	0,0	1,0	64	49	1	1.0	1.0,NA	0.0,NA	1.0
33419	0,0	1,0	1,0	0,0	98	49	1	1.0	0.0,NA	1.0,NA	-1.0
33948	0,1	4,0	0,0	1,1	98	49	1	1.0	0.0,1.0	0.0,0.0	0.5
33952	0,1	4,0	0,0	1,1	74	49	1	1.0	0.0,1.0	0.0,0.0	0.5
33953	0,1	4,0	0,0	1,1	71	49	1	1.0	0.0,1.0	0.0,0.0	0.5
34627	7,9	1,0	1,0	0,0	98	49	1	1.0	0.778,1.0	1.0,NA	-0.111
36125	0,1	2,0	0,0	0,2	98	49	1	1.0	0.0,1.0	NA,0.0	0.5
36479	0,1	0,0	0,0	1,0	98	49	1	1.0	NA,1.0	0.0,NA	1.0
36480	0,1	0,0	0,0	1,0	98	49	1	1.0	NA,1.0	0.0,NA	1.0
37357	1,0	0,0	0,0	1,0	98	49	1	1.0	1.0,NA	0.0,NA	1.0
37730	1,0	1,1	0,0	0,1	94	49	1	1.0	0.343,0.0	NA,0.0	0.172
38241	0,0	1,0	0,1	0,1	55	49	1	1.0	0.0,NA	NA,0.471	-0.471
38413	3,3	0,2	3,0	0,0	98	49	1	1.0	1.0,0.429	1.0,NA	-0.285
38414	7,6	0,2	6,5	0,0	98	49	0.556642179289	1.0	1.0,0.6	1.0,1.0	-0.2
38415	3,3	0,2	3,0	0,0	98	49	1	1.0	1.0,0.429	1.0,NA	-0.285
40660	0,2	2,3	1,1	1,6	98	49	0.74703870315	1.0	0.0,0.25	0.333,0.077	-0.08
